Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,index
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.37,93635,525
Dell,Notebook,15.6,1920,1080,1,Intel,"Core i7 7500U",2.7,16,SSD,256,256,AMD,"Radeon R7 M445",Windows,2.3,45768,526
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.06,127819,527
Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7 7500U",2.7,16,HDD,2048,2048,Intel,"HD Graphics 620",Windows,1.42,133680,528
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Nvidia,"GeForce 920MX",Windows,2,40972,529
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 940MX",N/A,2.2,29251,530
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Hybrid,128,128,Nvidia,"GeForce GTX 1050M",Windows,2.5,59088,531
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"GeForce GTX 1050",Windows,3,55358,532
Asus,Notebook,17.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,256,256,Nvidia,"GeForce GTX 950M",Windows,2.69,47472,533
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,32,32,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,67399,534
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,2,50243,535
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,AMD,"Radeon R7 M460",N/A,1.5,42571,536
HP,Notebook,17,1600,900,0,AMD,"A9-Series 9420",3.0,8,SSD,256,256,AMD,"Radeon R5",Windows,2.6,27754,537
Asus,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2,71076,538
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2.14,28769,539
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,4.42,160520,540
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.44,51149,541
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7820HQ",2.9,8,SSD,128,128,Nvidia,"Quadro M2200M",Windows,2.67,111355,542
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,AMD,"FirePro W4190M",Windows,1.9,67612,543
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.85,23923,544
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7820HK",2.9,16,HDD,500,500,Nvidia,"GeForce GTX 1070",Windows,4.14,145401,545
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,16,SSD,128,128,Intel,"HD Graphics 620",Windows,1.14,130536,546
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,4,HDD,500,500,Intel,"HD Graphics 620",Windows,1.85,41505,547
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2,45821,548
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,500,500,AMD,"Radeon R5 M430",Linux,2.2,39907,549
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"GeForce GTX 1050 Ti",N/A,2.5,62284,550
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i7 7500U",2.7,6,SSD,128,128,Nvidia,"GeForce 940MX",Windows,2.8,50563,551
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"Quadro M2200",Windows,2.6,128884,552
Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7 7500U",2.7,8,Hybrid,256,256,Nvidia,"GeForce GTX 960M",Windows,2,69211,553
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300U",2.6,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.9,62817,554
Mediacom,Notebook,14,1920,1080,0,Intel,"Celeron Quad Core N3450",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",Windows,1.45,20726,555
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,Intel,"HD Graphics 520",Linux,2.1,21951,556
Mediacom,Notebook,13.3,1920,1080,0,Intel,"Celeron Quad Core N3450",1.1,4,"Flash Storage",32,32,Intel,"HD Graphics 500",Windows,1.2,19660,557
MSI,Gaming,15.6,3840,2160,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,128,128,Nvidia,"GeForce GTX 1060",Windows,1.8,122491,558
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,16,SSD,128,128,Nvidia,"GeForce GTX 1060",Windows,3.21,109277,559
Lenovo,Notebook,15.6,1366,768,0,AMD,"A6-Series 7310",2.0,4,HDD,1024,1024,AMD,"Radeon R4",Windows,2.19,15877,560
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,"Flash Storage",32,32,Intel,"HD Graphics 520",Windows,2.4,23976,561
Asus,Gaming,17.3,1920,1080,1,Intel,"Core i7 6700HQ",2.6,24,SSD,128,128,Nvidia,"GeForce GTX 965M",Windows,4.33,67612,562
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 8250U",1.6,8,SSD,512,512,Intel,"UHD Graphics 620",Windows,1.55,35112,563
HP,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.5,6,SSD,256,256,AMD,"Radeon 530",Windows,1.91,30311,564
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 520",Windows,2.2,74539,565
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7300U",2.6,8,SSD,128,128,Intel,"HD Graphics 620",Windows,1.9,53734,566
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7 7600U",2.8,8,HDD,500,500,Intel,"Iris Plus Graphics 640",Windows,1.252,99519,567
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Others,NULL,NULL,Nvidia,"GeForce GTX 1060",Windows,2.3,87859,568
Lenovo,Ultrabook,12.5,1366,768,0,Intel,"Core i5 6200U",2.3,8,HDD,500,500,Intel,"HD Graphics 520",Windows,1.3,58555,569
HP,Notebook,17.3,1920,1080,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,AMD,"Radeon R5 520",Windows,2.5,37243,570
Mediacom,Notebook,14,1920,1200,0,Intel,"Atom Z8350",1.9,4,HDD,500,500,Intel,"HD Graphics 400",Windows,1.4,14119,571
Asus,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,HDD,2048,2048,Intel,"HD Graphics 620",Windows,2.37,21258,572
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,6,SSD,256,256,Intel,"HD Graphics 620",Windows,2.4,30050,573
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,AMD,"Radeon R5 M420",Windows,2.18,32922,574
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,HDD,500,500,Intel,"HD Graphics",Windows,1.43,14599,575
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,32,32,Intel,"UHD Graphics 620",Windows,2.17,47893,576
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,AMD,"Radeon R5 M430",Windows,1.9,43580,577
Acer,Ultrabook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,256,256,Intel,"Graphics 620",Windows,1.8,48964,578
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i5 6200U",2.3,4,Hybrid,512,512,Intel,"HD Graphics 520",Windows,2.1,41558,579
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.63,63936,580
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7600U",2.8,8,SSD,32,32,Nvidia,"GeForce 930MX",Windows,1.93,72940,581
Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Intel,"HD Graphics 630",Windows,2,69211,582
Razer,Gaming,14,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,128,128,Nvidia,"GeForce GTX 1060",Windows,1.95,138475,583
HP,Notebook,14,1920,1080,0,Intel,"Core i7 7600U",2.8,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.48,93187,584
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,"Flash Storage",16,16,Nvidia,"GeForce GTX 1060",Windows,1.8,111594,585
Acer,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual Core N3350",2.0,4,Hybrid,128,128,Intel,"HD Graphics 500",Windows,1.25,18595,586
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,256,256,AMD,"Radeon 530",Windows,2.2,42486,587
HP,Notebook,15.6,1366,768,0,AMD,"A12-Series 9700P",2.5,8,SSD,256,256,AMD,"Radeon R7 Graphics",Windows,2.04,33513,588
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.3,55092,589
HP,Notebook,13.3,1920,1080,0,Intel,"Core i3 7100U",2.4,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.49,38308,590
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5 6200U",2.3,8,HDD,1024,1024,Intel,"HD Graphics 520",Windows,1.2,64629,591
Acer,Notebook,14,1366,768,0,Intel,"Pentium Quad Core N3710",1.6,4,SSD,512,512,Intel,"HD Graphics 405",Windows,1.6,18595,592
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 6500U",2.5,64,SSD,128,128,Intel,"HD Graphics 520",Windows,1.17,89864,593
HP,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad Core N3710",1.6,4,Hybrid,128,128,Intel,"HD Graphics 405",Windows,1.86,21258,594
Dell,Gaming,15.6,3840,2160,1,Intel,"Core i7 6700HQ",2.6,16,HDD,500,500,Nvidia,"GeForce GTX 960M",Windows,2.72,58555,595
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 7130U",2.7,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,2.05,33566,596
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3 7100U",2.4,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.4,50563,597
Lenovo,Notebook,35.6,1366,768,0,AMD,"E-Series E2-9000",2.2,4,SSD,256,256,AMD,"Radeon R2 Graphics",Windows,2.2,18595,598
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.62,89457,599
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.19,79867,600
HP,"2 in 1 Convertible",13.3,1366,768,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.58,44574,601
Lenovo,Notebook,15.6,3840,2160,0,Intel,"Xeon E3-1535M v6",3.1,32,HDD,500,500,Nvidia,"Quadro M2200M",Windows,2.5,261019,602
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,"Flash Storage",32,32,Intel,"HD Graphics 520",Windows,2.4,21887,603
Samsung,Ultrabook,13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.31,85195,604
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7600U",2.8,16,HDD,1024,1024,Nvidia,"GeForce 930MX",Windows,1.93,81912,605
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,Hybrid,256,256,Nvidia,"GeForce 920M",Windows,2.4,32448,606
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7820HK",2.9,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,3.49,149917,607
HP,Ultrabook,13.3,3200,1800,1,Intel,"Core M 6Y75",1.2,16,HDD,1024,1024,Intel,"HD Graphics 515",Windows,1.16,104695,608
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2.3,48538,609
HP,Notebook,15.6,1366,768,0,AMD,"E-Series 9000e",1.5,4,"Flash Storage",128,128,AMD,"Radeon R2",Windows,2.1,17582,610
HP,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i3 7100U",2.4,4,SSD,1024,1024,Nvidia,"GeForce 940MX",Windows,1.63,37243,611
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 6700HQ",2.6,16,HDD,1024,1024,Nvidia,"GeForce GTX 960<U+039C>",Windows,2.59,46834,612
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.36,84396,613
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.32,79867,614
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,500,500,Nvidia,"GeForce 940MX",Windows,2,64309,615
Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,Hybrid,128,128,Intel,"HD Graphics 505",Linux,2.1,15877,616
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,12,Others,NULL,NULL,Nvidia,"GeForce GTX 1060",Windows,2.62,95851,617
Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"Quadro M620M",Windows,3.4,159787,618
Dell,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,Hybrid,256,256,Intel,"HD Graphics 400",Chrome,1.26,15718,619
Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,"Flash Storage",32,32,Intel,"HD Graphics 500",Windows,1.2,18115,620
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,3.2,79867,621
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7 7700HQ",2.8,32,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,4.36,194973,622
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,HDD,1024,1024,AMD,"Radeon 520",Windows,1.86,32640,623
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Linux,2.18,23651,624
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,32,HDD,500,500,Nvidia,"GeForce GTX 1080",Windows,3.8,149131,625
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Others,NULL,NULL,Nvidia,"GeForce GTX 1050",Windows,2.5,44702,626
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,16,"Flash Storage",32,32,AMD,"Radeon R7 M445",Windows,2.3,62938,627
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,128,128,Nvidia,"GeForce 940MX",Windows,1.87,45768,628
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050 Ti",Windows,2.7,71847,629
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,Others,NULL,NULL,AMD,"Radeon 520",Windows,1.91,32980,630
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 6820HK",2.7,16,SSD,512,512,Nvidia,"GeForce GTX 980M",Windows,4.5,125155,631
Dell,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.6,45768,632
Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.21,85195,633
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,1024,1024,Intel,"HD Graphics 520",Linux,2.25,19128,634
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 1050",Linux,2.4,37776,635
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7300U",2.6,4,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.93,51096,636
Samsung,"2 in 1 Convertible",15,1920,1080,1,Intel,"Core i7 7500U",2.7,16,SSD,256,256,AMD,"Radeon 540",Windows,1.71,95851,637
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad Core N4200",1.1,4,"Flash Storage",32,32,Intel,"HD Graphics 505",Windows,2.2,18328,638
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,12,SSD,256,256,AMD,"Radeon RX 580",Windows,3.74,93187,639
Lenovo,Notebook,14,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,1024,1024,Intel,"HD Graphics 620",Windows,2.02,52747,640
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,Hybrid,128,128,AMD,"Radeon R5 M430",Windows,2.2,29073,641
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,1.4,85195,642
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,SSD,512,512,Intel,"HD Graphics 620",N/A,1.9,26102,643
HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9600P",2.4,6,HDD,1024,1024,AMD,"Radeon R7 M440",Windows,2.65,30316,644
Toshiba,Notebook,14,1366,768,0,Intel,"Core i5 6200U",2.3,4,HDD,500,500,Intel,"HD Graphics 520",Windows,1.75,54346,645
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7300U",2.6,8,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,1.32,87912,646
HP,Workstation,17.3,1600,900,0,Intel,"Core i5 7440HQ",2.8,8,SSD,256,256,Nvidia,"Quadro M1200",Windows,3.14,99154,647
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,8,SSD,256,256,Intel,"HD Graphics 520",Windows,2,35431,648
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,2.9,128671,649
Apple,Ultrabook,12,2304,1440,0,Intel,"Core M",1.2,8,SSD,256,256,Intel,"HD Graphics 5300",Mac,0.92,62071,650
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core 3855U",1.6,4,SSD,512,512,Intel,"HD Graphics 510",Windows,2.1,16943,651
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",Windows,2.1,15931,652
Toshiba,Notebook,14,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.25,81785,653
Asus,Notebook,13.3,3200,1800,0,Intel,"Core i5 7200U",2.5,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.4,61272,654
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,500,500,Nvidia,"GeForce GTX 1050",Windows,2.4,68944,655
Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,500,500,Intel,"HD Graphics 620",Windows,0.81,79867,656
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,3.21,147832,657
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i3 7100U",2.4,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,1.71,34579,658
Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,Hybrid,128,128,Intel,"HD Graphics 400",Chrome,1.25,14119,659
Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i5 7200U",2.5,8,Hybrid,512,512,Intel,"HD Graphics 620",Windows,1.42,124142,660
HP,Notebook,14,1366,768,0,Intel,"Pentium Quad Core N3710",1.6,8,SSD,256,256,Intel,"HD Graphics 405",Windows,1.94,20726,661
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3 6006U",2.0,4,HDD,500,500,AMD,"Radeon R5 M420X",Windows,2.18,32714,662
HP,Ultrabook,13.3,1920,1080,1,Intel,"Core i7 7500U",2.7,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.11,71875,663
Asus,Ultrabook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.1,60473,664
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Nvidia,"GeForce GT 940MX",Windows,1.98,51202,665
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,128,128,Nvidia,"GeForce GTX 1070",Windows,2.9,128884,666
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,Others,NULL,NULL,AMD,"Radeon R7 M445",Linux,2.32,31410,667
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.44,50563,668
Asus,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Windows,1.63,15931,669
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.0,6,SSD,128,128,AMD,"Radeon 530",Windows,1.95,34579,670
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,AMD,"Radeon R5 M420",Windows,2.18,42081,671
Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,Hybrid,128,128,Intel,"HD Graphics 505",Windows,2.4,20246,672
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual Core N3350",1.1,8,SSD,256,256,Intel,"HD Graphics 500",Chrome,1.4,26374,673
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,128,128,Nvidia,"GeForce GTX 1050",Windows,2.62,58555,674
Lenovo,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,128,128,Intel,"HD Graphics 620",Windows,1.7,53227,675
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,Hybrid,256,256,Intel,"HD Graphics 620",Windows,2,35644,676
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2,65215,677
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,"Flash Storage",64,64,AMD,"Radeon 520",Windows,2.1,26054,678
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,512,512,Nvidia,"GeForce GTX 1050",Windows,3.78,79813,679
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.95,43157,680
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7300U",2.6,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.9,49817,681
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,128,128,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,95851,682
Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7 7600U",2.8,16,Hybrid,128,128,Nvidia,"Quadro M520M",Windows,2.5,175771,683
Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7 7500U",2.7,12,SSD,256,256,Nvidia,"GeForce 940MX",Windows,2.3,44702,684
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Quad Core N3160",1.6,4,SSD,512,512,Intel,"HD Graphics 400",Chrome,1.5,17316,685
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 6600U",2.6,12,Hybrid,256,256,Intel,"HD Graphics 520",Windows,8.4,89137,686
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,HDD,500,500,Nvidia,"GeForce MX150",Windows,2.2,32661,687
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.38,71875,688
Lenovo,Notebook,15.6,3840,2160,0,Intel,"Core i7 6820HQ",2.7,16,HDD,2048,2048,Nvidia,"Quadro M2000M",Windows,2.5,126274,689
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,8,HDD,500,500,AMD,"Radeon R5 M420X",Windows,2,39374,690
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,"Flash Storage",32,32,Intel,"HD Graphics 620",Windows,1.34,70489,691
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.48,111302,692
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,500,500,Intel,"HD Graphics 620",Windows,1.32,99048,693
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2.3,31435,694
Acer,Notebook,14,1920,1080,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,1.8,33886,695
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,"Flash Storage",32,32,Nvidia,"Quadro M2200",Windows,3.14,110018,696
Acer,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,2,SSD,512,512,Intel,"HD Graphics 400",Chrome,1.68,17582,697
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,"Flash Storage",64,64,Intel,"HD Graphics 620",Windows,2.3,44222,698
